Date and Time,sampling feature/location,citation," Barometric pressure -unit-kPa-processing level-L0",quality code,quality annotation,
2019-04-02 08:15:00," Quebrada Sonadora",,97.266,Good,,
2019-04-02 08:30:00," Quebrada Sonadora",,97.29,Good,,
2019-04-02 08:45:00," Quebrada Sonadora",,97.304,Good,,
2019-04-02 09:00:00," Quebrada Sonadora",,97.318,Good,,
2019-04-02 09:15:00," Quebrada Sonadora",,97.332,Good,,
2019-04-02 09:30:00," Quebrada Sonadora",,97.341,Good,,
2019-04-02 09:45:00," Quebrada Sonadora",,97.348,Good,,
2019-04-02 10:00:00," Quebrada Sonadora",,97.323,Good,,
2019-04-02 10:15:00," Quebrada Sonadora",,97.315,Good,,
2019-04-02 10:30:00," Quebrada Sonadora",,97.33,Good,,
2019-04-02 10:45:00," Quebrada Sonadora",,97.346,Good,,
2019-04-02 11:00:00," Quebrada Sonadora",,97.332,Good,,
2019-04-02 11:15:00," Quebrada Sonadora",,97.336,Good,,
2019-04-02 11:30:00," Quebrada Sonadora",,97.314,Good,,
2019-04-02 11:45:00," Quebrada Sonadora",,97.304,Good,,
2019-04-02 12:00:00," Quebrada Sonadora",,97.309,Good,,
2019-04-02 12:15:00," Quebrada Sonadora",,97.275,Good,,
2019-04-02 12:30:00," Quebrada Sonadora",,97.256,Good,,
2019-04-02 12:45:00," Quebrada Sonadora",,97.239,Good,,
2019-04-02 13:00:00," Quebrada Sonadora",,97.229,Good,,
2019-04-02 13:15:00," Quebrada Sonadora",,97.209,Good,,
2019-04-02 13:30:00," Quebrada Sonadora",,97.201,Good,,
2019-04-02 13:45:00," Quebrada Sonadora",,97.181,Good,,
2019-04-02 14:00:00," Quebrada Sonadora",,97.165,Good,,
2019-04-02 14:15:00," Quebrada Sonadora",,97.121,Good,,
2019-04-02 14:30:00," Quebrada Sonadora",,97.113,Good,,
2019-04-02 14:45:00," Quebrada Sonadora",,97.123,Good,,
2019-04-02 15:00:00," Quebrada Sonadora",,97.106,Good,,
2019-04-02 15:15:00," Quebrada Sonadora",,97.095,Good,,
2019-04-02 15:30:00," Quebrada Sonadora",,97.099,Good,,
2019-04-02 15:45:00," Quebrada Sonadora",,97.092,Good,,
2019-04-02 16:00:00," Quebrada Sonadora",,97.116,Good,,
2019-04-02 16:15:00," Quebrada Sonadora",,97.101,Good,,
2019-04-02 16:30:00," Quebrada Sonadora",,97.079,Good,,
2019-04-02 16:45:00," Quebrada Sonadora",,97.101,Good,,
2019-04-02 17:00:00," Quebrada Sonadora",,97.108,Good,,
2019-04-02 17:15:00," Quebrada Sonadora",,97.111,Good,,
2019-04-02 17:30:00," Quebrada Sonadora",,97.118,Good,,
2019-04-02 17:45:00," Quebrada Sonadora",,97.123,Good,,
2019-04-02 18:00:00," Quebrada Sonadora",,97.15,Good,,
2019-04-02 18:15:00," Quebrada Sonadora",,97.16,Good,,
2019-04-02 18:30:00," Quebrada Sonadora",,97.158,Good,,
2019-04-02 18:45:00," Quebrada Sonadora",,97.176,Good,,
2019-04-02 19:00:00," Quebrada Sonadora",,97.171,Good,,
2019-04-02 19:15:00," Quebrada Sonadora",,97.205,Good,,
2019-04-02 19:30:00," Quebrada Sonadora",,97.217,Good,,
2019-04-02 19:45:00," Quebrada Sonadora",,97.215,Good,,
2019-04-02 20:00:00," Quebrada Sonadora",,97.249,Good,,
2019-04-02 20:15:00," Quebrada Sonadora",,97.256,Good,,
2019-04-02 20:30:00," Quebrada Sonadora",,97.283,Good,,
2019-04-02 20:45:00," Quebrada Sonadora",,97.28,Good,,
2019-04-02 21:00:00," Quebrada Sonadora",,97.288,Good,,
2019-04-02 21:15:00," Quebrada Sonadora",,97.303,Good,,
2019-04-02 21:30:00," Quebrada Sonadora",,97.315,Good,,
2019-04-02 21:45:00," Quebrada Sonadora",,97.312,Good,,
2019-04-02 22:00:00," Quebrada Sonadora",,97.337,Good,,
2019-04-02 22:15:00," Quebrada Sonadora",,97.347,Good,,
2019-04-02 22:30:00," Quebrada Sonadora",,97.332,Good,,
2019-04-02 22:45:00," Quebrada Sonadora",,97.33,Good,,
2019-04-02 23:00:00," Quebrada Sonadora",,97.359,Good,,
2019-04-02 23:15:00," Quebrada Sonadora",,97.34,Good,,
2019-04-02 23:30:00," Quebrada Sonadora",,97.338,Good,,
2019-04-02 23:45:00," Quebrada Sonadora",,97.345,Good,,
2019-04-03 00:00:00," Quebrada Sonadora",,97.343,Good,,
2019-04-03 00:15:00," Quebrada Sonadora",,97.343,Good,,
2019-04-03 00:30:00," Quebrada Sonadora",,97.314,Good,,
2019-04-03 00:45:00," Quebrada Sonadora",,97.294,Good,,
2019-04-03 01:00:00," Quebrada Sonadora",,97.268,Good,,
2019-04-03 01:15:00," Quebrada Sonadora",,97.277,Good,,
2019-04-03 01:30:00," Quebrada Sonadora",,97.241,Good,,
2019-04-03 01:45:00," Quebrada Sonadora",,97.221,Good,,
2019-04-03 02:00:00," Quebrada Sonadora",,97.21,Good,,
2019-04-03 02:15:00," Quebrada Sonadora",,97.2,Good,,
2019-04-03 02:30:00," Quebrada Sonadora",,97.171,Good,,
2019-04-03 02:45:00," Quebrada Sonadora",,97.18,Good,,
2019-04-03 03:00:00," Quebrada Sonadora",,97.2,Good,,
2019-04-03 03:15:00," Quebrada Sonadora",,97.188,Good,,
2019-04-03 03:30:00," Quebrada Sonadora",,97.198,Good,,
2019-04-03 03:45:00," Quebrada Sonadora",,97.198,Good,,
2019-04-03 04:00:00," Quebrada Sonadora",,97.207,Good,,
2019-04-03 04:15:00," Quebrada Sonadora",,97.205,Good,,
2019-04-03 04:30:00," Quebrada Sonadora",,97.215,Good,,
2019-04-03 04:45:00," Quebrada Sonadora",,97.215,Good,,
2019-04-03 05:00:00," Quebrada Sonadora",,97.224,Good,,
2019-04-03 05:15:00," Quebrada Sonadora",,97.246,Good,,
2019-04-03 05:30:00," Quebrada Sonadora",,97.246,Good,,
2019-04-03 05:45:00," Quebrada Sonadora",,97.273,Good,,
2019-04-03 06:00:00," Quebrada Sonadora",,97.3,Good,,
2019-04-03 06:15:00," Quebrada Sonadora",,97.307,Good,,
2019-04-03 06:30:00," Quebrada Sonadora",,97.336,Good,,
2019-04-03 06:45:00," Quebrada Sonadora",,97.336,Good,,
2019-04-03 07:00:00," Quebrada Sonadora",,97.362,Good,,
2019-04-03 07:15:00," Quebrada Sonadora",,97.384,Good,,
2019-04-03 07:30:00," Quebrada Sonadora",,97.396,Good,,
2019-04-03 07:45:00," Quebrada Sonadora",,97.427,Good,,
2019-04-03 08:00:00," Quebrada Sonadora",,97.429,Good,,
2019-04-03 08:15:00," Quebrada Sonadora",,97.458,Good,,
2019-04-03 08:30:00," Quebrada Sonadora",,97.465,Good,,
2019-04-03 08:45:00," Quebrada Sonadora",,97.474,Good,,
2019-04-03 09:00:00," Quebrada Sonadora",,97.505,Good,,
2019-04-03 09:15:00," Quebrada Sonadora",,97.502,Good,,
2019-04-03 09:30:00," Quebrada Sonadora",,97.514,Good,,
2019-04-03 09:45:00," Quebrada Sonadora",,97.536,Good,,
2019-04-03 10:00:00," Quebrada Sonadora",,97.535,Good,,
2019-04-03 10:15:00," Quebrada Sonadora",,97.552,Good,,
2019-04-03 10:30:00," Quebrada Sonadora",,97.554,Good,,
2019-04-03 10:45:00," Quebrada Sonadora",,97.566,Good,,
2019-04-03 11:00:00," Quebrada Sonadora",,97.566,Good,,
2019-04-03 11:15:00," Quebrada Sonadora",,97.566,Good,,
2019-04-03 11:30:00," Quebrada Sonadora",,97.537,Good,,
2019-04-03 11:45:00," Quebrada Sonadora",,97.542,Good,,
2019-04-03 12:00:00," Quebrada Sonadora",,97.527,Good,,
2019-04-03 12:15:00," Quebrada Sonadora",,97.503,Good,,
2019-04-03 12:30:00," Quebrada Sonadora",,97.491,Good,,
2019-04-03 12:45:00," Quebrada Sonadora",,97.484,Good,,
2019-04-03 13:00:00," Quebrada Sonadora",,97.482,Good,,
2019-04-03 13:15:00," Quebrada Sonadora",,97.446,Good,,
2019-04-03 13:30:00," Quebrada Sonadora",,97.422,Good,,
2019-04-03 13:45:00," Quebrada Sonadora",,97.393,Good,,
2019-04-03 14:00:00," Quebrada Sonadora",,97.405,Good,,
2019-04-03 14:15:00," Quebrada Sonadora",,97.368,Good,,
2019-04-03 14:30:00," Quebrada Sonadora",,97.373,Good,,
2019-04-03 14:45:00," Quebrada Sonadora",,97.372,Good,,
2019-04-03 15:00:00," Quebrada Sonadora",,97.365,Good,,
2019-04-03 15:15:00," Quebrada Sonadora",,97.351,Good,,
2019-04-03 15:30:00," Quebrada Sonadora",,97.321,Good,,
2019-04-03 15:45:00," Quebrada Sonadora",,97.309,Good,,
2019-04-03 16:00:00," Quebrada Sonadora",,97.288,Good,,
2019-04-03 16:15:00," Quebrada Sonadora",,97.283,Good,,
2019-04-03 16:30:00," Quebrada Sonadora",,97.28,Good,,
2019-04-03 16:45:00," Quebrada Sonadora",,97.278,Good,,
2019-04-03 17:00:00," Quebrada Sonadora",,97.278,Good,,
2019-04-03 17:15:00," Quebrada Sonadora",,97.278,Good,,
2019-04-03 17:30:00," Quebrada Sonadora",,97.288,Good,,
2019-04-03 17:45:00," Quebrada Sonadora",,97.284,Good,,
2019-04-03 18:00:00," Quebrada Sonadora",,97.296,Good,,
2019-04-03 18:15:00," Quebrada Sonadora",,97.279,Good,,
2019-04-03 18:30:00," Quebrada Sonadora",,97.302,Good,,
2019-04-03 18:45:00," Quebrada Sonadora",,97.302,Good,,
2019-04-03 19:00:00," Quebrada Sonadora",,97.317,Good,,
2019-04-03 19:15:00," Quebrada Sonadora",,97.351,Good,,
2019-04-03 19:30:00," Quebrada Sonadora",,97.366,Good,,
2019-04-03 19:45:00," Quebrada Sonadora",,97.385,Good,,
2019-04-03 20:00:00," Quebrada Sonadora",,97.385,Good,,
2019-04-03 20:15:00," Quebrada Sonadora",,97.395,Good,,
2019-04-03 20:30:00," Quebrada Sonadora",,97.395,Good,,
2019-04-03 20:45:00," Quebrada Sonadora",,97.434,Good,,
2019-04-03 21:00:00," Quebrada Sonadora",,97.434,Good,,
2019-04-03 21:15:00," Quebrada Sonadora",,97.444,Good,,
2019-04-03 21:30:00," Quebrada Sonadora",,97.455,Good,,
2019-04-03 21:45:00," Quebrada Sonadora",,97.451,Good,,
2019-04-03 22:00:00," Quebrada Sonadora",,97.461,Good,,
2019-04-03 22:15:00," Quebrada Sonadora",,97.458,Good,,
2019-04-03 22:30:00," Quebrada Sonadora",,97.468,Good,,
2019-04-03 22:45:00," Quebrada Sonadora",,97.449,Good,,
2019-04-03 23:00:00," Quebrada Sonadora",,97.432,Good,,
2019-04-03 23:15:00," Quebrada Sonadora",,97.422,Good,,
2019-04-03 23:30:00," Quebrada Sonadora",,97.41,Good,,
2019-04-03 23:45:00," Quebrada Sonadora",,97.408,Good,,
2019-04-04 00:00:00," Quebrada Sonadora",,97.388,Good,,
2019-04-04 00:15:00," Quebrada Sonadora",,97.386,Good,,
2019-04-04 00:30:00," Quebrada Sonadora",,97.382,Good,,
2019-04-04 00:45:00," Quebrada Sonadora",,97.358,Good,,
2019-04-04 01:00:00," Quebrada Sonadora",,97.326,Good,,
2019-04-04 01:15:00," Quebrada Sonadora",,97.319,Good,,
2019-04-04 01:30:00," Quebrada Sonadora",,97.29,Good,,
2019-04-04 01:45:00," Quebrada Sonadora",,97.28,Good,,
2019-04-04 02:00:00," Quebrada Sonadora",,97.261,Good,,
2019-04-04 02:15:00," Quebrada Sonadora",,97.242,Good,,
2019-04-04 02:30:00," Quebrada Sonadora",,97.212,Good,,
2019-04-04 02:45:00," Quebrada Sonadora",,97.179,Good,,
2019-04-04 03:00:00," Quebrada Sonadora",,97.209,Good,,
