Date and Time,sampling feature/location,citation," Light Intensity -unit-Lux-processing level-L0",quality code,quality annotation,
2019-04-01 18:00:00," Quebrada Sonadora",,2152.8,Good,,
2019-04-01 18:15:00," Quebrada Sonadora",,904.2,Good,,
2019-04-01 18:30:00," Quebrada Sonadora",,355.2,Good,,
2019-04-01 18:45:00," Quebrada Sonadora",,21.5,Good,,
2019-04-01 19:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 19:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 19:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 19:45:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 20:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 20:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 20:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 20:45:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 21:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 21:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 21:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 21:45:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 22:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 22:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 22:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 22:45:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 23:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 23:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 23:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-01 23:45:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 00:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 00:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 00:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 00:45:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 01:00:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 01:15:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 01:30:00," Quebrada Sonadora",,0.0,Good,,
2019-04-02 01:45:00," Quebrada Sonadora",,0.0,Good,,
