Date and Time,sampling feature/location,citation," Light Intensity -unit-Lux-processing level-L0",quality code,quality annotation,
2019-06-21 05:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 05:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 05:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 05:45:00," Quebrada Sonadora",,86.1,Good,,
2019-06-21 06:00:00," Quebrada Sonadora",,312.2,Good,,
2019-06-21 06:15:00," Quebrada Sonadora",,656.6,Good,,
2019-06-21 06:30:00," Quebrada Sonadora",,818.1,Good,,
2019-06-21 06:45:00," Quebrada Sonadora",,1054.9,Good,,
2019-06-21 07:00:00," Quebrada Sonadora",,1550.0,Good,,
2019-06-21 07:15:00," Quebrada Sonadora",,2066.7,Good,,
2019-06-21 07:30:00," Quebrada Sonadora",,2927.8,Good,,
2019-06-21 07:45:00," Quebrada Sonadora",,3100.0,Good,,
2019-06-21 08:00:00," Quebrada Sonadora",,3444.5,Good,,
2019-06-21 08:15:00," Quebrada Sonadora",,4994.5,Good,,
2019-06-21 08:30:00," Quebrada Sonadora",,5166.7,Good,,
2019-06-21 08:45:00," Quebrada Sonadora",,5511.1,Good,,
2019-06-21 09:00:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-21 09:15:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-21 09:30:00," Quebrada Sonadora",,8611.2,Good,,
2019-06-21 09:45:00," Quebrada Sonadora",,8611.2,Good,,
2019-06-21 10:00:00," Quebrada Sonadora",,9644.5,Good,,
2019-06-21 10:15:00," Quebrada Sonadora",,9300.1,Good,,
2019-06-21 10:30:00," Quebrada Sonadora",,10677.8,Good,,
2019-06-21 10:45:00," Quebrada Sonadora",,11711.2,Good,,
2019-06-21 11:00:00," Quebrada Sonadora",,11711.2,Good,,
2019-06-21 11:15:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-21 11:30:00," Quebrada Sonadora",,14466.8,Good,,
2019-06-21 11:45:00," Quebrada Sonadora",,16533.4,Good,,
2019-06-21 12:00:00," Quebrada Sonadora",,52355.9,Good,,
2019-06-21 12:15:00," Quebrada Sonadora",,15155.7,Good,,
2019-06-21 12:30:00," Quebrada Sonadora",,22044.6,Good,,
2019-06-21 12:45:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-21 13:00:00," Quebrada Sonadora",,15844.5,Good,,
2019-06-21 13:15:00," Quebrada Sonadora",,11022.3,Good,,
2019-06-21 13:30:00," Quebrada Sonadora",,13089.0,Good,,
2019-06-21 13:45:00," Quebrada Sonadora",,13777.9,Good,,
2019-06-21 14:00:00," Quebrada Sonadora",,10333.4,Good,,
2019-06-21 14:15:00," Quebrada Sonadora",,10677.8,Good,,
2019-06-21 14:30:00," Quebrada Sonadora",,7577.8,Good,,
2019-06-21 14:45:00," Quebrada Sonadora",,8266.7,Good,,
2019-06-21 15:00:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-21 15:15:00," Quebrada Sonadora",,15844.5,Good,,
2019-06-21 15:30:00," Quebrada Sonadora",,8266.7,Good,,
2019-06-21 15:45:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-21 16:00:00," Quebrada Sonadora",,9300.1,Good,,
2019-06-21 16:15:00," Quebrada Sonadora",,14466.8,Good,,
2019-06-21 16:30:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-21 16:45:00," Quebrada Sonadora",,15155.7,Good,,
2019-06-21 17:00:00," Quebrada Sonadora",,26178.0,Good,,
2019-06-21 17:15:00," Quebrada Sonadora",,8266.7,Good,,
2019-06-21 17:30:00," Quebrada Sonadora",,9300.1,Good,,
2019-06-21 17:45:00," Quebrada Sonadora",,4133.4,Good,,
2019-06-21 18:00:00," Quebrada Sonadora",,3961.1,Good,,
2019-06-21 18:15:00," Quebrada Sonadora",,2325.0,Good,,
2019-06-21 18:30:00," Quebrada Sonadora",,1270.1,Good,,
2019-06-21 18:45:00," Quebrada Sonadora",,538.2,Good,,
2019-06-21 19:00:00," Quebrada Sonadora",,86.1,Good,,
2019-06-21 19:15:00," Quebrada Sonadora",,10.8,Good,,
2019-06-21 19:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 19:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 20:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 20:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 20:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 20:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 21:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 21:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 21:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 21:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 22:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 22:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 22:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 22:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 23:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 23:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 23:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-21 23:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 00:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 00:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 00:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 00:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 01:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 01:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 01:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 01:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 02:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 02:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 02:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 02:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 03:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 03:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 03:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 03:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 04:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 04:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 04:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 04:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 05:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 05:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 05:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 05:45:00," Quebrada Sonadora",,32.3,Good,,
2019-06-22 06:00:00," Quebrada Sonadora",,226.0,Good,,
2019-06-22 06:15:00," Quebrada Sonadora",,602.8,Good,,
2019-06-22 06:30:00," Quebrada Sonadora",,1173.3,Good,,
2019-06-22 06:45:00," Quebrada Sonadora",,1722.2,Good,,
2019-06-22 07:00:00," Quebrada Sonadora",,2066.7,Good,,
2019-06-22 07:15:00," Quebrada Sonadora",,2583.4,Good,,
2019-06-22 07:30:00," Quebrada Sonadora",,3444.5,Good,,
2019-06-22 07:45:00," Quebrada Sonadora",,3788.9,Good,,
2019-06-22 08:00:00," Quebrada Sonadora",,4477.8,Good,,
2019-06-22 08:15:00," Quebrada Sonadora",,5166.7,Good,,
2019-06-22 08:30:00," Quebrada Sonadora",,5166.7,Good,,
2019-06-22 08:45:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-22 09:00:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-22 09:15:00," Quebrada Sonadora",,7577.8,Good,,
2019-06-22 09:30:00," Quebrada Sonadora",,8611.2,Good,,
2019-06-22 09:45:00," Quebrada Sonadora",,8266.7,Good,,
2019-06-22 10:00:00," Quebrada Sonadora",,8611.2,Good,,
2019-06-22 10:15:00," Quebrada Sonadora",,9644.5,Good,,
2019-06-22 10:30:00," Quebrada Sonadora",,9644.5,Good,,
2019-06-22 10:45:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-22 11:00:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-22 11:15:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-22 11:30:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-22 11:45:00," Quebrada Sonadora",,17911.2,Good,,
2019-06-22 12:00:00," Quebrada Sonadora",,9644.5,Good,,
2019-06-22 12:15:00," Quebrada Sonadora",,20666.8,Good,,
2019-06-22 12:30:00," Quebrada Sonadora",,17222.3,Good,,
2019-06-22 12:45:00," Quebrada Sonadora",,18600.1,Good,,
2019-06-22 13:00:00," Quebrada Sonadora",,9644.5,Good,,
2019-06-22 13:15:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-22 13:30:00," Quebrada Sonadora",,14466.8,Good,,
2019-06-22 13:45:00," Quebrada Sonadora",,15844.5,Good,,
2019-06-22 14:00:00," Quebrada Sonadora",,14466.8,Good,,
2019-06-22 14:15:00," Quebrada Sonadora",,14466.8,Good,,
2019-06-22 14:30:00," Quebrada Sonadora",,15155.7,Good,,
2019-06-22 14:45:00," Quebrada Sonadora",,19977.9,Good,,
2019-06-22 15:00:00," Quebrada Sonadora",,19289.0,Good,,
2019-06-22 15:15:00," Quebrada Sonadora",,19977.9,Good,,
2019-06-22 15:30:00," Quebrada Sonadora",,17222.3,Good,,
2019-06-22 15:45:00," Quebrada Sonadora",,15844.5,Good,,
2019-06-22 16:00:00," Quebrada Sonadora",,14466.8,Good,,
2019-06-22 16:15:00," Quebrada Sonadora",,14466.8,Good,,
2019-06-22 16:30:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-22 16:45:00," Quebrada Sonadora",,20666.8,Good,,
2019-06-22 17:00:00," Quebrada Sonadora",,35822.5,Good,,
2019-06-22 17:15:00," Quebrada Sonadora",,10333.4,Good,,
2019-06-22 17:30:00," Quebrada Sonadora",,18600.1,Good,,
2019-06-22 17:45:00," Quebrada Sonadora",,9300.1,Good,,
2019-06-22 18:00:00," Quebrada Sonadora",,4133.4,Good,,
2019-06-22 18:15:00," Quebrada Sonadora",,2325.0,Good,,
2019-06-22 18:30:00," Quebrada Sonadora",,1377.8,Good,,
2019-06-22 18:45:00," Quebrada Sonadora",,559.7,Good,,
2019-06-22 19:00:00," Quebrada Sonadora",,64.6,Good,,
2019-06-22 19:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 19:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 19:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 20:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 20:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 20:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 20:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 21:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 21:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 21:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 21:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 22:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 22:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 22:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 22:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 23:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 23:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 23:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-22 23:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 00:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 00:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 00:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 00:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 01:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 01:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 01:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 01:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 02:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 02:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 02:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 02:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 03:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 03:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 03:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 03:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 04:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 04:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 04:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 04:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 05:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 05:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 05:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 05:45:00," Quebrada Sonadora",,96.9,Good,,
2019-06-23 06:00:00," Quebrada Sonadora",,301.4,Good,,
2019-06-23 06:15:00," Quebrada Sonadora",,753.5,Good,,
2019-06-23 06:30:00," Quebrada Sonadora",,1044.1,Good,,
2019-06-23 06:45:00," Quebrada Sonadora",,1722.2,Good,,
2019-06-23 07:00:00," Quebrada Sonadora",,2583.4,Good,,
2019-06-23 07:15:00," Quebrada Sonadora",,3788.9,Good,,
2019-06-23 07:30:00," Quebrada Sonadora",,4133.4,Good,,
2019-06-23 07:45:00," Quebrada Sonadora",,4133.4,Good,,
2019-06-23 08:00:00," Quebrada Sonadora",,5166.7,Good,,
2019-06-23 08:15:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-23 08:30:00," Quebrada Sonadora",,7577.8,Good,,
2019-06-23 08:45:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-23 09:00:00," Quebrada Sonadora",,7577.8,Good,,
2019-06-23 09:15:00," Quebrada Sonadora",,8611.2,Good,,
2019-06-23 09:30:00," Quebrada Sonadora",,8266.7,Good,,
2019-06-23 09:45:00," Quebrada Sonadora",,4650.0,Good,,
2019-06-23 10:00:00," Quebrada Sonadora",,9300.1,Good,,
2019-06-23 10:15:00," Quebrada Sonadora",,11711.2,Good,,
2019-06-23 10:30:00," Quebrada Sonadora",,8266.7,Good,,
2019-06-23 10:45:00," Quebrada Sonadora",,10333.4,Good,,
2019-06-23 11:00:00," Quebrada Sonadora",,10333.4,Good,,
2019-06-23 11:15:00," Quebrada Sonadora",,11711.2,Good,,
2019-06-23 11:30:00," Quebrada Sonadora",,7233.4,Good,,
2019-06-23 11:45:00," Quebrada Sonadora",,8266.7,Good,,
2019-06-23 12:00:00," Quebrada Sonadora",,15155.7,Good,,
2019-06-23 12:15:00," Quebrada Sonadora",,8611.2,Good,,
2019-06-23 12:30:00," Quebrada Sonadora",,17911.2,Good,,
2019-06-23 12:45:00," Quebrada Sonadora",,18600.1,Good,,
2019-06-23 13:00:00," Quebrada Sonadora",,16533.4,Good,,
2019-06-23 13:15:00," Quebrada Sonadora",,18600.1,Good,,
2019-06-23 13:30:00," Quebrada Sonadora",,5166.7,Good,,
2019-06-23 13:45:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-23 14:00:00," Quebrada Sonadora",,8266.7,Good,,
2019-06-23 14:15:00," Quebrada Sonadora",,7233.4,Good,,
2019-06-23 14:30:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-23 14:45:00," Quebrada Sonadora",,19977.9,Good,,
2019-06-23 15:00:00," Quebrada Sonadora",,5511.1,Good,,
2019-06-23 15:15:00," Quebrada Sonadora",,15844.5,Good,,
2019-06-23 15:30:00," Quebrada Sonadora",,22044.6,Good,,
2019-06-23 15:45:00," Quebrada Sonadora",,22044.6,Good,,
2019-06-23 16:00:00," Quebrada Sonadora",,5511.1,Good,,
2019-06-23 16:15:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-23 16:30:00," Quebrada Sonadora",,4133.4,Good,,
2019-06-23 16:45:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-23 17:00:00," Quebrada Sonadora",,5511.1,Good,,
2019-06-23 17:15:00," Quebrada Sonadora",,4477.8,Good,,
2019-06-23 17:30:00," Quebrada Sonadora",,3961.1,Good,,
2019-06-23 17:45:00," Quebrada Sonadora",,3616.7,Good,,
2019-06-23 18:00:00," Quebrada Sonadora",,2325.0,Good,,
2019-06-23 18:15:00," Quebrada Sonadora",,1722.2,Good,,
2019-06-23 18:30:00," Quebrada Sonadora",,1302.4,Good,,
2019-06-23 18:45:00," Quebrada Sonadora",,731.9,Good,,
2019-06-23 19:00:00," Quebrada Sonadora",,161.5,Good,,
2019-06-23 19:15:00," Quebrada Sonadora",,10.8,Good,,
2019-06-23 19:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 19:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 20:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 20:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 20:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 20:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 21:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 21:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 21:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 21:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 22:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 22:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 22:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 22:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 23:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 23:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 23:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-23 23:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 00:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 00:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 00:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 00:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 01:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 01:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 01:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 01:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 02:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 02:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 02:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 02:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 03:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 03:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 03:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 03:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 04:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 04:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 04:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 04:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 05:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 05:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 05:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 05:45:00," Quebrada Sonadora",,43.1,Good,,
2019-06-24 06:00:00," Quebrada Sonadora",,258.3,Good,,
2019-06-24 06:15:00," Quebrada Sonadora",,409.0,Good,,
2019-06-24 06:30:00," Quebrada Sonadora",,1636.1,Good,,
2019-06-24 06:45:00," Quebrada Sonadora",,1550.0,Good,,
2019-06-24 07:00:00," Quebrada Sonadora",,2066.7,Good,,
2019-06-24 07:15:00," Quebrada Sonadora",,2066.7,Good,,
2019-06-24 07:30:00," Quebrada Sonadora",,3444.5,Good,,
2019-06-24 07:45:00," Quebrada Sonadora",,2583.4,Good,,
2019-06-24 08:00:00," Quebrada Sonadora",,2755.6,Good,,
2019-06-24 08:15:00," Quebrada Sonadora",,4650.0,Good,,
2019-06-24 08:30:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-24 08:45:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-24 09:00:00," Quebrada Sonadora",,3961.1,Good,,
2019-06-24 09:15:00," Quebrada Sonadora",,6200.0,Good,,
2019-06-24 09:30:00," Quebrada Sonadora",,7577.8,Good,,
2019-06-24 09:45:00," Quebrada Sonadora",,5511.1,Good,,
2019-06-24 10:00:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-24 10:15:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-24 10:30:00," Quebrada Sonadora",,5166.7,Good,,
2019-06-24 10:45:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-24 11:00:00," Quebrada Sonadora",,8266.7,Good,,
2019-06-24 11:15:00," Quebrada Sonadora",,8611.2,Good,,
2019-06-24 11:30:00," Quebrada Sonadora",,10677.8,Good,,
2019-06-24 11:45:00," Quebrada Sonadora",,10677.8,Good,,
2019-06-24 12:00:00," Quebrada Sonadora",,17222.3,Good,,
2019-06-24 12:15:00," Quebrada Sonadora",,11022.3,Good,,
2019-06-24 12:30:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-24 12:45:00," Quebrada Sonadora",,15155.7,Good,,
2019-06-24 13:00:00," Quebrada Sonadora",,16533.4,Good,,
2019-06-24 13:15:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-24 13:30:00," Quebrada Sonadora",,13777.9,Good,,
2019-06-24 13:45:00," Quebrada Sonadora",,10677.8,Good,,
2019-06-24 14:00:00," Quebrada Sonadora",,7577.8,Good,,
2019-06-24 14:15:00," Quebrada Sonadora",,10677.8,Good,,
2019-06-24 14:30:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-24 14:45:00," Quebrada Sonadora",,16533.4,Good,,
2019-06-24 15:00:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-24 15:15:00," Quebrada Sonadora",,15155.7,Good,,
2019-06-24 15:30:00," Quebrada Sonadora",,12400.1,Good,,
2019-06-24 15:45:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-24 16:00:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-24 16:15:00," Quebrada Sonadora",,4305.6,Good,,
2019-06-24 16:30:00," Quebrada Sonadora",,3444.5,Good,,
2019-06-24 16:45:00," Quebrada Sonadora",,2583.4,Good,,
2019-06-24 17:00:00," Quebrada Sonadora",,1722.2,Good,,
2019-06-24 17:15:00," Quebrada Sonadora",,1463.9,Good,,
2019-06-24 17:30:00," Quebrada Sonadora",,2066.7,Good,,
2019-06-24 17:45:00," Quebrada Sonadora",,1463.9,Good,,
2019-06-24 18:00:00," Quebrada Sonadora",,667.4,Good,,
2019-06-24 18:15:00," Quebrada Sonadora",,279.9,Good,,
2019-06-24 18:30:00," Quebrada Sonadora",,107.6,Good,,
2019-06-24 18:45:00," Quebrada Sonadora",,53.8,Good,,
2019-06-24 19:00:00," Quebrada Sonadora",,10.8,Good,,
2019-06-24 19:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 19:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 19:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 20:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 20:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 20:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 20:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 21:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 21:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 21:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 21:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 22:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 22:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 22:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 22:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 23:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 23:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 23:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-24 23:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 00:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 00:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 00:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 00:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 01:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 01:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 01:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 01:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 02:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 02:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 02:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 02:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 03:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 03:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 03:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 03:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 04:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 04:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 04:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 04:45:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 05:00:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 05:15:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 05:30:00," Quebrada Sonadora",,0.0,Good,,
2019-06-25 05:45:00," Quebrada Sonadora",,32.3,Good,,
2019-06-25 06:00:00," Quebrada Sonadora",,139.9,Good,,
2019-06-25 06:15:00," Quebrada Sonadora",,193.8,Good,,
2019-06-25 06:30:00," Quebrada Sonadora",,269.1,Good,,
2019-06-25 06:45:00," Quebrada Sonadora",,775.0,Good,,
2019-06-25 07:00:00," Quebrada Sonadora",,1722.2,Good,,
2019-06-25 07:15:00," Quebrada Sonadora",,3100.0,Good,,
2019-06-25 07:30:00," Quebrada Sonadora",,2152.8,Good,,
2019-06-25 07:45:00," Quebrada Sonadora",,2325.0,Good,,
2019-06-25 08:00:00," Quebrada Sonadora",,4305.6,Good,,
2019-06-25 08:15:00," Quebrada Sonadora",,2152.8,Good,,
2019-06-25 08:30:00," Quebrada Sonadora",,4477.8,Good,,
2019-06-25 08:45:00," Quebrada Sonadora",,4133.4,Good,,
2019-06-25 09:00:00," Quebrada Sonadora",,6544.5,Good,,
2019-06-25 09:15:00," Quebrada Sonadora",,7577.8,Good,,
2019-06-25 09:30:00," Quebrada Sonadora",,9300.1,Good,,
2019-06-25 09:45:00," Quebrada Sonadora",,6544.5,Good,,
