Date and Time,sampling feature/location,citation," Stage Height -unit-CM-processing level-L1 passed QAQC",quality code,quality annotation,
2019-04-02 03:46:15," Quebrada Sonadora",,9.327831,Good,,
2019-04-02 04:01:15," Quebrada Sonadora",,9.352493,Good,,
2019-04-02 04:16:15," Quebrada Sonadora",,9.331854,Good,,
2019-04-02 04:31:14," Quebrada Sonadora",,9.203393,Good,,
2019-04-02 04:46:15," Quebrada Sonadora",,9.432522,Good,,
2019-04-02 05:01:15," Quebrada Sonadora",,9.40146,Good,,
2019-04-02 05:16:15," Quebrada Sonadora",,9.430433,Good,,
2019-04-02 05:31:14," Quebrada Sonadora",,10.25733,Good,,
2019-04-02 05:46:15," Quebrada Sonadora",,10.53258,Good,,
2019-04-02 06:01:15," Quebrada Sonadora",,10.66418,Good,,
2019-04-02 06:16:15," Quebrada Sonadora",,10.72363,Good,,
2019-04-02 06:31:14," Quebrada Sonadora",,10.88815,Good,,
2019-04-02 06:46:15," Quebrada Sonadora",,10.96608,Good,,
2019-04-02 07:01:15," Quebrada Sonadora",,11.04263,Good,,
2019-04-02 07:16:15," Quebrada Sonadora",,11.15737,Good,,
2019-04-02 07:31:14," Quebrada Sonadora",,11.23093,Good,,
2019-04-02 07:46:15," Quebrada Sonadora",,11.27094,Good,,
2019-04-02 08:01:15," Quebrada Sonadora",,11.32635,Good,,
2019-04-02 08:16:15," Quebrada Sonadora",,11.33675,Good,,
2019-04-02 08:31:14," Quebrada Sonadora",,11.39006,Good,,
2019-04-02 08:46:15," Quebrada Sonadora",,11.37327,Good,,
2019-04-02 09:01:15," Quebrada Sonadora",,11.46364,Good,,
2019-04-02 09:16:15," Quebrada Sonadora",,11.50959,Good,,
2019-04-02 09:31:14," Quebrada Sonadora",,11.5219,Good,,
2019-04-02 09:46:15," Quebrada Sonadora",,11.68333,Good,,
2019-04-02 10:01:15," Quebrada Sonadora",,11.80942,Good,,
2019-04-02 10:16:15," Quebrada Sonadora",,11.89216,Good,,
2019-04-02 10:31:14," Quebrada Sonadora",,12.05158,Good,,
2019-04-02 10:46:15," Quebrada Sonadora",,12.25837,Good,,
2019-04-02 11:01:15," Quebrada Sonadora",,12.4761,Good,,
2019-04-02 11:16:15," Quebrada Sonadora",,12.79183,Good,,
2019-04-02 11:31:14," Quebrada Sonadora",,13.04265,Good,,
2019-04-02 11:46:15," Quebrada Sonadora",,13.44624,Good,,
2019-04-02 12:01:15," Quebrada Sonadora",,13.86985,Good,,
2019-04-02 12:16:15," Quebrada Sonadora",,14.18126,Good,,
2019-04-02 12:31:14," Quebrada Sonadora",,14.50385,Good,,
2019-04-02 12:46:15," Quebrada Sonadora",,15.07026,Good,,
2019-04-02 13:01:15," Quebrada Sonadora",,17.3711,Good,,
2019-04-02 13:16:15," Quebrada Sonadora",,19.81378,Good,,
2019-04-02 13:31:14," Quebrada Sonadora",,21.84604,Good,,
2019-04-02 13:46:15," Quebrada Sonadora",,22.67405,Good,,
2019-04-02 14:01:15," Quebrada Sonadora",,23.07353,Good,,
2019-04-02 14:16:15," Quebrada Sonadora",,23.07627,Good,,
2019-04-02 14:31:14," Quebrada Sonadora",,22.96509,Good,,
2019-04-02 14:46:15," Quebrada Sonadora",,22.66223,Good,,
2019-04-02 15:01:15," Quebrada Sonadora",,22.40963,Good,,
2019-04-02 15:16:15," Quebrada Sonadora",,22.20297,Good,,
2019-04-02 15:31:14," Quebrada Sonadora",,21.90172,Good,,
2019-04-02 15:46:15," Quebrada Sonadora",,21.63631,Good,,
2019-04-02 16:01:15," Quebrada Sonadora",,21.32553,Good,,
2019-04-02 16:16:15," Quebrada Sonadora",,21.01548,Good,,
2019-04-02 16:31:14," Quebrada Sonadora",,20.76052,Good,,
2019-04-02 16:46:15," Quebrada Sonadora",,20.41701,Good,,
2019-04-02 17:01:15," Quebrada Sonadora",,20.14816,Good,,
2019-04-02 17:16:15," Quebrada Sonadora",,19.85771,Good,,
2019-04-02 17:31:14," Quebrada Sonadora",,19.56219,Good,,
2019-04-02 17:46:15," Quebrada Sonadora",,19.28561,Good,,
2019-04-02 18:01:15," Quebrada Sonadora",,19.00782,Good,,
2019-04-02 18:16:15," Quebrada Sonadora",,18.69205,Good,,
2019-04-02 18:31:14," Quebrada Sonadora",,18.42451,Good,,
2019-04-02 18:46:15," Quebrada Sonadora",,18.18743,Good,,
2019-04-02 19:01:15," Quebrada Sonadora",,17.86069,Good,,
2019-04-02 19:16:15," Quebrada Sonadora",,17.64955,Good,,
2019-04-02 19:31:14," Quebrada Sonadora",,17.37416,Good,,
2019-04-02 19:46:15," Quebrada Sonadora",,17.0402,Good,,
2019-04-02 20:01:15," Quebrada Sonadora",,16.84125,Good,,
2019-04-02 20:16:15," Quebrada Sonadora",,16.60041,Good,,
2019-04-02 20:31:14," Quebrada Sonadora",,16.34638,Good,,
2019-04-02 20:46:15," Quebrada Sonadora",,16.10401,Good,,
2019-04-02 21:01:15," Quebrada Sonadora",,15.82662,Good,,
2019-04-02 21:16:15," Quebrada Sonadora",,15.59285,Good,,
2019-04-02 21:31:14," Quebrada Sonadora",,15.31786,Good,,
2019-04-02 21:46:15," Quebrada Sonadora",,15.10324,Good,,
2019-04-02 22:01:15," Quebrada Sonadora",,14.86893,Good,,
2019-04-02 22:16:15," Quebrada Sonadora",,14.68629,Good,,
2019-04-02 22:31:14," Quebrada Sonadora",,14.48068,Good,,
2019-04-02 22:46:15," Quebrada Sonadora",,14.12704,Good,,
2019-04-02 23:01:15," Quebrada Sonadora",,13.95585,Good,,
2019-04-02 23:16:15," Quebrada Sonadora",,13.74969,Good,,
2019-04-02 23:31:14," Quebrada Sonadora",,13.53955,Good,,
2019-04-02 23:46:15," Quebrada Sonadora",,13.39171,Good,,
2019-04-03 00:01:15," Quebrada Sonadora",,13.20807,Good,,
2019-04-03 00:16:15," Quebrada Sonadora",,12.99282,Good,,
2019-04-03 00:31:14," Quebrada Sonadora",,12.84715,Good,,
2019-04-03 00:46:15," Quebrada Sonadora",,12.66179,Good,,
2019-04-03 01:01:15," Quebrada Sonadora",,12.45875,Good,,
2019-04-03 01:16:15," Quebrada Sonadora",,12.35761,Good,,
2019-04-03 01:31:14," Quebrada Sonadora",,12.19671,Good,,
2019-04-03 01:46:15," Quebrada Sonadora",,12.01235,Good,,
2019-04-03 02:01:15," Quebrada Sonadora",,11.95063,Good,,
2019-04-03 02:16:15," Quebrada Sonadora",,11.7109,Good,,
2019-04-03 02:31:14," Quebrada Sonadora",,11.59458,Good,,
2019-04-03 02:46:15," Quebrada Sonadora",,11.49363,Good,,
2019-04-03 03:01:15," Quebrada Sonadora",,11.15893,Good,,
2019-04-03 03:16:15," Quebrada Sonadora",,10.55298,Good,,
2019-04-03 03:31:14," Quebrada Sonadora",,9.465174,Good,,
2019-04-03 03:46:15," Quebrada Sonadora",,9.325736,Good,,
2019-04-03 04:01:15," Quebrada Sonadora",,9.25141,Good,,
2019-04-03 04:16:15," Quebrada Sonadora",,9.092921,Good,,
2019-04-03 04:31:14," Quebrada Sonadora",,9.045706,Good,,
2019-04-03 04:46:15," Quebrada Sonadora",,8.823474,Good,,
2019-04-03 05:01:15," Quebrada Sonadora",,8.777834,Good,,
2019-04-03 05:16:15," Quebrada Sonadora",,8.719205,Good,,
2019-04-03 05:31:14," Quebrada Sonadora",,8.626391,Good,,
2019-04-03 05:46:15," Quebrada Sonadora",,8.516524,Good,,
2019-04-03 06:01:15," Quebrada Sonadora",,8.378584,Good,,
2019-04-03 06:16:15," Quebrada Sonadora",,8.316783,Good,,
2019-04-03 06:31:14," Quebrada Sonadora",,8.213302,Good,,
2019-04-03 06:46:15," Quebrada Sonadora",,8.111648,Good,,
2019-04-03 07:01:15," Quebrada Sonadora",,7.956801,Good,,
2019-04-03 07:16:15," Quebrada Sonadora",,7.916386,Good,,
2019-04-03 07:31:14," Quebrada Sonadora",,7.830324,Good,,
2019-04-03 07:46:15," Quebrada Sonadora",,7.762468,Good,,
2019-04-03 08:01:15," Quebrada Sonadora",,7.768671,Good,,
2019-04-03 08:16:15," Quebrada Sonadora",,7.709613,Good,,
2019-04-03 08:31:14," Quebrada Sonadora",,7.704894,Good,,
2019-04-03 08:46:15," Quebrada Sonadora",,7.568979,Good,,
2019-04-03 09:01:15," Quebrada Sonadora",,7.465174,Good,,
2019-04-03 09:16:15," Quebrada Sonadora",,7.425743,Good,,
2019-04-03 09:31:14," Quebrada Sonadora",,7.413028,Good,,
2019-04-03 09:46:15," Quebrada Sonadora",,7.229138,Good,,
2019-04-03 10:01:15," Quebrada Sonadora",,7.246726,Good,,
2019-04-03 10:16:15," Quebrada Sonadora",,7.196579,Good,,
2019-04-03 10:31:14," Quebrada Sonadora",,7.173666,Good,,
2019-04-03 10:46:15," Quebrada Sonadora",,7.144939,Good,,
2019-04-03 11:01:15," Quebrada Sonadora",,7.095916,Good,,
2019-04-03 11:16:15," Quebrada Sonadora",,7.117302,Good,,
2019-04-03 11:31:14," Quebrada Sonadora",,7.060789,Good,,
2019-04-03 11:46:15," Quebrada Sonadora",,6.969101,Good,,
2019-04-03 12:01:15," Quebrada Sonadora",,6.964094,Good,,
2019-04-03 12:16:15," Quebrada Sonadora",,6.973679,Good,,
2019-04-03 12:31:14," Quebrada Sonadora",,6.981703,Good,,
2019-04-03 12:46:15," Quebrada Sonadora",,6.985085,Good,,
2019-04-03 13:01:15," Quebrada Sonadora",,7.026485,Good,,
2019-04-03 13:16:15," Quebrada Sonadora",,7.093272,Good,,
2019-04-03 13:31:14," Quebrada Sonadora",,7.039643,Good,,
2019-04-03 13:46:15," Quebrada Sonadora",,6.99022,Good,,
2019-04-03 14:01:15," Quebrada Sonadora",,6.927238,Good,,
2019-04-03 14:16:15," Quebrada Sonadora",,6.904937,Good,,
2019-04-03 14:31:14," Quebrada Sonadora",,6.809782,Good,,
2019-04-03 14:46:15," Quebrada Sonadora",,6.7318,Good,,
2019-04-03 15:01:14," Quebrada Sonadora",,6.732531,Good,,
2019-04-03 15:16:15," Quebrada Sonadora",,6.794852,Good,,
2019-04-03 15:31:14," Quebrada Sonadora",,6.731533,Good,,
2019-04-03 15:46:15," Quebrada Sonadora",,6.739437,Good,,
2019-04-03 16:01:15," Quebrada Sonadora",,6.676764,Good,,
2019-04-03 16:16:15," Quebrada Sonadora",,6.620224,Good,,
2019-04-03 16:31:14," Quebrada Sonadora",,6.56599,Good,,
2019-04-03 16:46:15," Quebrada Sonadora",,6.535441,Good,,
2019-04-03 17:01:15," Quebrada Sonadora",,6.377676,Good,,
2019-04-03 17:16:15," Quebrada Sonadora",,6.254483,Good,,
2019-04-03 17:31:14," Quebrada Sonadora",,6.146536,Good,,
2019-04-03 17:46:15," Quebrada Sonadora",,6.12835,Good,,
2019-04-03 18:01:15," Quebrada Sonadora",,6.097316,Good,,
2019-04-03 18:16:15," Quebrada Sonadora",,6.077857,Good,,
2019-04-03 18:31:14," Quebrada Sonadora",,6.072196,Good,,
2019-04-03 18:46:15," Quebrada Sonadora",,6.040515,Good,,
2019-04-03 19:01:15," Quebrada Sonadora",,5.987638,Good,,
2019-04-03 19:16:15," Quebrada Sonadora",,6.0524,Good,,
2019-04-03 19:31:14," Quebrada Sonadora",,6.081964,Good,,
2019-04-03 19:46:15," Quebrada Sonadora",,5.978813,Good,,
2019-04-03 20:01:15," Quebrada Sonadora",,5.928658,Good,,
2019-04-03 20:16:15," Quebrada Sonadora",,5.892082,Good,,
2019-04-03 20:31:14," Quebrada Sonadora",,5.908383,Good,,
2019-04-03 20:46:15," Quebrada Sonadora",,5.886758,Good,,
2019-04-03 21:01:15," Quebrada Sonadora",,5.889769,Good,,
2019-04-03 21:16:15," Quebrada Sonadora",,5.883411,Good,,
2019-04-03 21:31:14," Quebrada Sonadora",,5.857989,Good,,
2019-04-03 21:46:15," Quebrada Sonadora",,5.835956,Good,,
2019-04-03 22:01:15," Quebrada Sonadora",,5.837448,Good,,
2019-04-03 22:16:15," Quebrada Sonadora",,5.640625,Good,,
2019-04-03 22:31:14," Quebrada Sonadora",,5.664739,Good,,
2019-04-03 22:46:15," Quebrada Sonadora",,5.630646,Good,,
2019-04-03 23:01:15," Quebrada Sonadora",,5.633346,Good,,
2019-04-03 23:16:15," Quebrada Sonadora",,5.627889,Good,,
2019-04-03 23:31:14," Quebrada Sonadora",,5.634373,Good,,
2019-04-03 23:46:15," Quebrada Sonadora",,5.551616,Good,,
2019-04-04 00:01:15," Quebrada Sonadora",,5.550582,Good,,
2019-04-04 00:16:15," Quebrada Sonadora",,5.566946,Good,,
2019-04-04 00:31:14," Quebrada Sonadora",,5.536601,Good,,
2019-04-04 00:46:15," Quebrada Sonadora",,5.55459,Good,,
2019-04-04 01:01:15," Quebrada Sonadora",,5.5931,Good,,
2019-04-04 01:16:15," Quebrada Sonadora",,5.563247,Good,,
2019-04-04 01:31:14," Quebrada Sonadora",,5.542459,Good,,
2019-04-04 01:46:15," Quebrada Sonadora",,5.522755,Good,,
2019-04-04 02:01:15," Quebrada Sonadora",,5.499027,Good,,
2019-04-04 02:16:15," Quebrada Sonadora",,5.537213,Good,,
2019-04-04 02:31:14," Quebrada Sonadora",,5.506988,Good,,
2019-04-04 02:46:15," Quebrada Sonadora",,6.453619,Good,,
